customer_id,mean_purchase_cycle,median_purchase_cycle
37679,143.0,143.0
37680,501.0,501.0
37681,47.0,47.0
37683,40.0,40.0
37690,74.0,74.0
37692,107.0,107.0
37693,14.0,14.0
37694,28.0,28.0
37695,30.0,30.0
37697,19.0,18.0
37699,12.0,12.0
37702,86.0,86.0
37703,549.0,549.0
37706,5.0,5.0
37708,35.0,35.0
37709,7.0,7.0
37711,30.0,30.0
37712,832.0,832.0
37715,1.0,1.0
37716,70.0,70.0
37717,77.0,63.0
37718,26.0,26.0
37719,64.0,63.5
37723,114.0,114.0
37725,75.0,72.0
37726,53.0,53.0
37729,52.0,52.0
37735,117.0,117.0
37736,11.0,8.0
37737,248.0,186.0
37741,168.0,168.0
37743,39.0,39.0
37744,440.0,330.0
37752,140.0,140.0
37755,8.0,8.0
37756,55.0,52.0
37765,15.0,15.0
37766,25.0,25.0
37767,223.0,223.0
37768,126.0,126.0
37769,204.0,204.0
37770,247.0,247.0
37772,434.0,434.0
37774,238.0,238.0
37776,750.0,750.0
37780,97.0,97.0
37781,710.0,710.0
37783,364.0,364.0
37784,227.0,227.0
37785,13.0,11.0
37786,75.0,58.0
37788,19.0,19.0
37790,22.0,22.0
37791,92.0,92.0
37794,5.0,5.0
37795,422.0,422.0
37796,67.0,58.0
37801,55.0,52.0
37804,401.0,401.0
37806,19.0,19.0
37807,299.0,299.0
37809,17.0,17.0
37810,93.0,93.0
37818,65.0,65.0
37821,22.0,22.0
37822,40.0,36.0
37827,155.0,155.0
37830,214.0,143.0
37832,11.0,11.0
37834,17.0,17.0
37836,26.0,26.0
37838,691.0,691.0
37840,208.0,208.0
37841,80.0,80.0
37842,426.0,426.0
37845,28.0,28.0
37846,384.0,384.0
37850,35.0,35.0
37856,415.0,415.0
37857,265.0,177.0
37858,33.0,33.0
37862,44.0,44.0
37863,32.0,32.0
37869,698.0,698.0
37872,91.0,91.0
37875,11.0,11.0
37877,56.0,56.0
37880,246.0,246.0
37882,12.0,12.0
37884,21.0,18.0
37891,16.0,16.0
37893,20.0,20.0
37895,52.0,50.0
37896,80.0,80.0
37898,11.0,11.0
37901,54.0,54.0
37902,315.0,315.0
37905,8.0,7.0
37906,16.0,15.0
37907,8.0,8.0
37910,328.0,328.0
37911,18.0,18.0
37913,23.0,22.0
37916,440.0,439.5
37918,21.0,20.0
37921,536.0,402.0
37924,727.0,727.0
37925,20.0,19.0
37927,372.0,372.5
37929,46.0,46.0
37933,39.0,39.0
37936,40.0,40.0
37937,98.0,98.0
37938,94.0,94.0
37940,68.0,68.0
37945,27.0,27.0
37946,1051.0,1051.0
37947,154.0,154.0
37949,139.0,122.0
37954,67.0,67.0
37955,38.0,38.0
37956,1020.0,1020.0
37958,120.0,120.0
37959,92.0,87.0
37963,13.0,13.0
37965,128.0,110.0
37968,45.0,41.0
37969,194.0,194.5
37973,12.0,12.0
37975,275.0,275.0
37977,37.0,37.0
37978,537.0,537.0
37982,57.0,57.0
37984,93.0,93.0
37985,260.0,260.0
37986,18.0,18.0
37989,213.0,213.0
37992,63.0,61.0
37998,54.0,54.5
37999,0.0,0.0
38002,25.0,25.0
38003,51.0,51.0
38004,131.0,131.0
38006,588.0,588.0
38009,11.0,10.0
38011,144.0,144.0
38017,0.0,0.0
38018,236.0,177.0
38024,258.0,258.0
38025,42.0,37.0
38026,57.0,57.0
38028,84.0,84.0
38029,126.0,126.0
38030,1.0,1.0
38035,20.0,18.0
38037,12.0,12.0
38040,63.0,63.0
38050,42.0,42.0
38051,435.0,435.0
38052,12.0,12.0
38056,56.0,56.0
38057,15.0,15.0
38061,67.0,67.0
38062,46.0,46.0
38064,297.0,297.0
38066,4.0,4.0
38069,43.0,41.0
38076,126.0,126.0
38086,137.0,127.0
38091,14.0,14.0
38092,69.0,69.0
38093,323.0,323.0
38101,858.0,858.0
38103,27.0,27.0
38104,121.0,121.0
38106,21.0,21.0
38111,13.0,12.0
38114,578.0,578.0
38115,14.0,14.0
38123,105.0,105.0
38124,332.0,332.0
38127,19.0,17.0
38132,21.0,21.0
38133,33.0,33.0
38136,6.0,6.0
38138,175.0,175.0
38139,189.0,189.0
38140,11.0,11.0
38143,45.0,45.0
38146,15.0,14.0
38148,230.0,230.0
38151,278.0,278.0
38152,35.0,35.0
38156,56.0,56.0
38161,259.0,259.0
38166,82.0,82.0
38167,241.0,241.0
38171,10.0,10.0
38175,0.0,0.0
38176,47.0,45.0
38179,84.0,76.0
38180,25.0,25.0
38181,51.0,42.0
38182,94.0,94.0
38183,85.0,85.0
38185,279.0,279.0
38186,36.0,34.0
38187,47.0,44.0
38188,118.0,118.0
38190,50.0,46.0
38191,70.0,55.0
38192,52.0,52.0
38203,578.0,578.0
38207,97.0,97.0
38208,25.0,25.0
38217,33.0,24.5
38219,277.0,277.0
38222,651.0,651.0
38225,340.0,340.0
38228,196.0,196.0
38230,918.0,918.0
38232,6.0,6.0
38233,145.0,145.0
38234,65.0,65.0
38237,3.0,3.0
38239,155.0,101.0
38241,292.0,292.0
38242,178.0,177.5
38246,114.0,114.0
38247,440.0,440.0
38248,44.0,44.0
38249,78.0,78.0
38256,125.0,115.0
38257,189.0,162.0
38258,21.0,21.0
38262,525.0,525.0
38265,666.0,666.0
38266,125.0,125.0
38268,326.0,326.0
38271,130.0,130.0
38275,165.0,165.0
38276,273.0,273.0
38280,21.0,20.0
38282,21.0,20.0
38287,102.0,102.0
38288,14.0,14.0
38292,151.0,151.0
38293,4.0,4.0
38294,51.0,51.0
38296,1.0,1.0
38300,60.0,60.0
38301,39.0,39.0
38303,46.0,46.0
38305,194.0,194.0
38308,71.0,71.0
38311,43.0,43.0
38315,48.0,35.0
38316,23.0,23.0
38321,935.0,935.0
38322,36.0,36.0
38326,23.0,21.0
38331,21.0,21.0
38333,132.0,132.0
38336,17.0,17.0
38337,95.0,95.0
38338,164.0,164.0
38339,215.0,215.0
38341,71.0,71.0
38342,5.0,5.0
38344,261.0,261.0
38345,522.0,522.0
38349,0.0,0.0
38350,43.0,42.0
38357,73.0,73.0
38359,548.0,548.0
38362,22.0,22.0
38369,67.0,67.0
38370,271.0,226.0
38371,45.0,45.0
38373,161.0,161.0
38376,469.0,469.0
38379,182.0,182.0
38380,109.0,109.0
38382,96.0,96.0
38389,18.0,18.0
38391,192.0,192.0
38393,30.0,30.0
38394,216.0,216.0
38395,270.0,270.0
38397,10.0,6.0
38399,562.0,562.0
38401,226.0,226.0
38406,868.0,868.0
38407,28.0,28.0
38408,135.0,135.0
38412,687.0,687.0
38415,49.0,49.0
38417,518.0,518.0
38418,87.0,87.0
38420,6.0,6.0
38423,13.0,13.0
38428,175.0,175.0
38433,111.0,111.0
38434,68.0,68.0
38435,26.0,26.0
38436,62.0,62.0
38439,298.0,298.0
38440,8.0,7.0
38442,51.0,51.0
38444,19.0,19.0
38445,64.0,64.0
38446,11.0,9.0
38447,5.0,5.0
38450,52.0,52.0
38451,26.0,26.0
38452,78.0,68.0
38457,108.0,108.0
38458,178.0,178.0
38459,26.0,25.0
38460,243.0,243.0
38464,43.0,43.0
38465,84.0,84.0
38469,258.0,258.0
38472,48.0,45.0
38478,425.0,425.0
38479,225.0,225.0
38480,296.0,296.0
38481,614.0,614.0
38484,9.0,9.0
38489,167.0,167.0
38490,27.0,27.0
38491,23.0,23.0
38493,18.0,18.0
38495,175.0,175.0
38496,596.0,596.0
38497,89.0,89.0
38499,117.0,117.0
38501,106.0,106.0
38508,88.0,88.0
38514,621.0,621.0
38516,51.0,51.0
38520,306.0,306.0
38522,10.0,9.0
38525,56.0,56.0
38526,65.0,65.0
38529,26.0,23.0
38532,21.0,18.0
38540,227.0,227.0
38542,149.0,115.0
38548,63.0,63.0
38549,479.0,479.0
38553,291.0,291.0
38556,237.0,237.0
38559,382.0,382.0
38560,232.0,232.0
38561,15.0,15.0
38563,213.0,213.0
38564,416.0,416.0
38573,20.0,20.0
38576,45.0,45.0
38579,366.0,366.0
38580,68.0,66.0
38581,29.0,29.0
38583,209.0,209.0
38586,918.0,918.0
38588,4.0,4.0
38591,506.0,506.0
38592,45.0,42.0
38594,180.0,180.0
38597,72.0,72.0
38598,76.0,72.0
38599,113.0,113.0
38600,185.0,144.0
38602,126.0,116.0
38604,270.0,232.0
38610,124.0,124.0
38613,43.0,40.0
38615,35.0,35.0
38616,64.0,64.0
38617,247.0,247.0
38618,13.0,11.0
38620,28.0,28.0
38621,247.0,247.0
38624,33.0,32.0
38627,105.0,105.0
38629,125.0,125.0
38631,151.0,151.0
38634,67.0,59.0
38636,11.0,11.0
38638,201.0,201.0
38643,12.0,12.0
38644,19.0,19.0
38645,53.0,53.0
38647,0.0,0.0
38648,68.0,68.0
38652,48.0,48.0
38657,105.0,105.0
38658,231.0,231.0
38659,324.0,324.0
38662,126.0,126.0
38667,76.0,60.5
38672,80.0,80.0
38676,216.0,216.0
38677,129.0,121.0
38681,278.0,278.0
38683,181.0,181.0
38684,155.0,155.0
38686,18.0,17.0
38690,304.0,304.0
38692,5.0,5.0
38694,71.0,59.0
38697,70.0,68.0
38698,55.0,55.0
38701,252.0,252.0
38705,50.0,50.0
38706,731.0,731.0
38711,683.0,683.0
38717,180.0,180.0
38721,51.0,48.0
38731,52.0,52.0
38732,28.0,27.5
38733,153.0,153.0
38734,262.0,262.0
38735,52.0,52.0
38737,136.0,136.0
38740,25.0,25.0
38741,8.0,8.0
38743,570.0,570.0
38746,307.0,307.0
38750,91.0,91.0
38752,164.0,164.0
38756,63.0,61.0
38757,70.0,66.0
38758,340.0,340.0
38766,1092.0,1092.0
38767,168.0,168.0
38769,32.0,32.0
38771,109.0,109.0
38773,32.0,31.5
38776,130.0,130.0
38780,72.0,61.0
38781,3.0,3.0
38783,222.0,222.0
38785,319.0,319.0
38786,42.0,41.0
38790,214.0,214.0
38791,176.0,176.0
38794,34.0,34.0
38797,103.0,90.0
38801,6.0,6.0
38804,35.0,33.0
38806,35.0,35.0
38808,123.0,123.0
38810,15.0,15.0
38812,252.0,252.0
38813,67.0,67.0
38818,123.0,123.0
38819,514.0,514.0
38824,249.0,249.0
38826,39.0,39.0
38829,17.0,14.0
38833,84.0,84.0
38838,15.0,14.0
38839,679.0,679.0
38845,204.0,204.0
38846,55.0,55.0
38847,56.0,56.0
38848,504.0,504.0
38855,7.0,7.0
38857,14.0,14.0
38863,4.0,4.0
38864,7.0,7.0
38866,64.0,64.0
38869,420.0,420.0
38870,338.0,338.0
38872,181.0,136.0
38874,20.0,17.0
38876,188.0,188.0
38879,634.0,634.0
38882,47.0,47.0
38884,592.0,592.0
38886,498.0,498.0
38887,55.0,55.0
38890,62.0,62.0
38893,56.0,56.0
38895,11.0,11.0
38901,250.0,250.0
38903,52.0,52.0
38904,19.0,19.0
38905,168.0,168.0
38906,86.0,86.0
38908,16.0,16.0
38909,82.0,82.0
38911,233.0,233.0
38912,56.0,56.0
38913,58.0,58.0
38916,198.0,198.0
38917,7.0,7.0
38918,35.0,35.0
38921,94.0,94.0
38926,64.0,64.0
38930,37.0,35.0
38931,26.0,26.0
38935,104.0,104.0
38937,28.0,28.0
38938,20.0,20.0
38940,74.0,74.0
38943,792.0,792.0
38944,72.0,72.0
38946,229.0,229.0
38947,55.0,55.0
38950,36.0,30.0
38951,1075.0,1075.0
38956,303.0,303.0
38957,974.0,974.0
38958,164.0,164.0
38959,59.0,59.0
38962,23.0,23.0
38964,584.0,584.0
38969,9.0,8.0
38970,160.0,160.0
38981,822.0,822.0
38982,837.0,837.0
38984,434.0,434.0
38987,280.0,280.0
38988,389.0,389.0
38989,42.0,42.0
38991,342.0,342.0
38994,34.0,34.0
38995,84.0,84.0
38997,18.0,18.0
38998,492.0,492.0
39008,45.0,45.0
39009,12.0,10.0
39010,112.0,112.0
39012,84.0,84.0
39015,601.0,601.0
39016,37.0,33.0
39021,64.0,55.0
39026,20.0,20.0
39030,338.0,338.5
39035,163.0,138.0
39038,195.0,177.0
39048,111.0,111.0
39049,411.0,411.0
39052,27.0,26.0
39054,25.0,25.0
39055,57.0,57.0
39057,19.0,19.0
39058,530.0,530.0
39060,37.0,36.0
39061,43.0,43.0
39062,150.0,137.0
39064,14.0,14.0
39070,352.0,351.5
39072,14.0,14.0
39076,22.0,22.0
39077,546.0,546.0
39082,336.0,336.0
39087,130.0,106.0
39090,55.0,52.0
39093,12.0,12.0
39096,70.0,70.0
39097,27.0,27.0
39098,53.0,53.0
39099,640.0,640.0
39103,15.0,13.0
39105,11.0,11.0
39107,492.0,492.0
39108,83.0,83.0
39111,166.0,166.0
39112,225.0,225.0
39115,182.0,182.0
39116,66.0,66.0
39117,11.0,11.0
39125,35.0,34.0
39131,76.0,57.0
39132,151.0,151.0
39136,80.0,79.5
39139,50.0,50.0
39140,52.0,48.0
39141,360.0,360.0
39143,196.0,196.0
39145,73.0,73.0
39149,630.0,630.0
39152,21.0,21.0
39157,7.0,6.0
39158,66.0,66.0
39164,0.0,0.0
39166,1.0,1.0
39167,261.0,261.0
39168,96.0,96.0
39177,294.0,294.0
39184,10.0,10.0
39186,181.0,181.0
39187,196.0,196.0
39188,42.0,42.0
39189,56.0,56.0
39191,49.0,49.0
39192,20.0,20.0
39195,26.0,26.0
39196,225.0,225.0
39198,7.0,7.0
39200,45.0,45.0
39202,11.0,11.0
39203,38.0,38.0
39207,26.0,21.0
39210,217.0,217.0
39213,245.0,245.0
39214,16.0,16.0
39218,150.0,150.0
39220,677.0,677.0
39221,1.0,1.0
39223,79.0,65.0
39228,231.0,231.0
39234,72.0,72.0
39237,248.0,248.0
39239,96.0,96.0
39249,406.0,406.0
39260,16.0,16.0
39261,40.0,40.0
39266,15.0,15.0
39267,21.0,20.0
39272,13.0,11.0
39275,1164.0,1164.0
39276,44.0,42.0
39278,28.0,28.0
39279,23.0,23.0
39281,204.0,204.0
39284,61.0,61.0
39286,2.0,2.0
39288,186.0,186.0
39289,55.0,55.0
39290,27.0,27.0
39291,42.0,42.0
39296,80.0,80.0
39298,360.0,360.0
39300,225.0,225.0
39301,25.0,24.0
39302,16.0,14.0
39305,86.0,70.0
39306,24.0,24.0
39309,32.0,29.0
39311,72.0,72.0
39316,1.0,1.0
39317,26.0,26.0
39326,67.0,58.0
39329,16.0,16.0
39330,47.0,47.0
39331,243.0,243.0
39335,282.0,282.0
39339,16.0,16.0
39340,28.0,28.0
39342,17.0,17.0
39343,480.0,360.0
39344,242.0,242.0
39349,135.0,135.0
39350,30.0,29.0
39354,446.0,446.0
39355,415.0,415.0
39359,162.0,162.0
39360,26.0,26.0
39361,415.0,415.0
39363,184.0,184.0
39366,259.0,259.0
39367,22.0,20.0
39374,354.0,354.0
39376,11.0,11.0
39377,500.0,500.0
39378,56.0,56.0
39382,112.0,112.5
39383,32.0,30.0
39386,132.0,131.5
39389,373.0,373.0
39395,860.0,860.0
39398,238.0,238.0
39399,80.0,80.0
39402,2.0,2.0
39405,11.0,11.0
39406,39.0,39.0
39412,116.0,116.0
39413,47.0,47.0
39415,169.0,130.0
39419,361.0,361.0
39420,210.0,184.0
39422,13.0,13.0
39424,25.0,20.0
39428,72.0,72.0
39429,32.0,31.0
39431,7.0,7.0
39432,1054.0,1054.0
39434,320.0,320.0
39435,42.0,42.0
39436,178.0,178.0
39439,128.0,128.0
39441,1.0,1.0
39442,74.0,73.5
39444,24.0,24.0
39446,59.0,59.0
39447,110.0,102.0
39448,78.0,78.0
39449,70.0,66.0
39451,13.0,13.0
39452,1086.0,1086.0
39453,206.0,206.0
39454,10.0,10.0
39456,93.0,93.0
39458,123.0,123.0
39463,408.0,306.0
39464,9.0,9.0
39469,51.0,47.0
39470,28.0,28.0
39471,38.0,38.0
39472,141.0,141.0
39473,274.0,274.5
39476,44.0,44.0
39480,11.0,11.0
39486,151.0,151.0
39487,480.0,480.0
39488,52.0,52.0
39489,52.0,52.0
39491,990.0,990.0
39495,14.0,14.0
39496,60.0,60.0
39500,609.0,609.0
39503,128.0,128.0
39504,120.0,109.0
39506,96.0,96.0
39508,24.0,24.0
39509,78.0,78.0
39510,667.0,667.0
39512,102.0,102.0
39517,663.0,663.0
39519,16.0,16.0
39520,61.0,59.0
39523,15.0,15.0
39525,370.0,370.0
39526,15.0,15.0
39527,30.0,28.0
39528,132.0,124.0
39531,248.0,248.0
39535,39.0,39.0
39536,47.0,47.0
39537,86.0,86.0
39549,537.0,537.0
39550,55.0,55.0
39553,359.0,359.0
39554,12.0,12.0
39556,10.0,10.0
39558,136.0,124.0
39559,306.0,306.0
39563,166.0,166.0
39567,97.0,97.0
39568,31.0,26.0
39571,238.0,238.0
39577,197.0,197.0
39579,98.0,90.0
39583,455.0,455.0
39585,211.0,211.0
39586,232.0,232.0
39589,108.0,108.0
39592,437.0,437.0
39597,381.0,381.0
39600,88.0,88.0
39601,61.0,54.0
39604,26.0,26.0
39608,128.0,128.0
39609,277.0,277.0
39610,371.0,371.0
39615,43.0,43.0
39619,31.0,31.0
39629,11.0,11.0
39632,19.0,17.0
39635,63.0,63.0
39636,164.0,164.0
39639,61.0,59.0
39640,6.0,6.0
39642,20.0,17.0
39643,8.0,8.0
39646,6.0,6.0
39650,81.0,81.0
39652,43.0,43.0
39653,608.0,608.0
39655,128.0,128.0
39659,275.0,275.0
39660,11.0,11.0
39666,207.0,124.0
39667,79.0,79.0
39669,417.0,417.0
39671,508.0,508.0
39674,264.0,263.5
39675,399.0,399.0
39678,27.0,27.0
39684,103.0,103.0
39685,334.0,334.0
39687,6.0,6.0
39688,148.0,148.0
39690,83.0,83.0
39695,104.0,104.0
39699,28.0,28.0
39702,326.0,326.0
39703,85.0,85.0
39704,164.0,164.0
39711,186.0,186.0
39712,124.0,105.0
39714,124.0,124.0
39716,354.0,354.0
39718,3.0,3.0
39719,51.0,51.0
39721,318.0,317.5
39724,24.0,24.0
39725,29.0,29.0
39726,66.0,66.0
39733,100.0,100.0
39737,5.0,5.0
39739,350.0,350.0
39740,556.0,556.0
39741,679.0,679.0
39742,50.0,50.0
39745,335.0,335.0
39746,910.0,910.0
39747,18.0,18.0
39748,255.0,255.0
39750,23.0,22.0
39751,406.0,406.0
39753,598.0,598.0
39757,61.0,61.0
39759,616.0,616.0
39761,441.0,441.0
39762,85.0,85.0
39763,194.0,194.0
39765,168.0,168.0
39766,60.0,43.0
39769,245.0,245.0
39771,46.0,46.0
39773,109.0,109.0
39782,47.0,45.0
39784,112.0,112.0
39785,18.0,18.0
39786,27.0,27.0
39788,1.0,1.0
39795,14.0,14.0
39797,21.0,20.0
39803,33.0,31.0
39804,45.0,45.0
39805,123.0,123.0
39811,371.0,371.0
39813,38.0,38.0
39815,258.0,258.0
39816,196.0,195.5
39819,135.0,135.0
39820,184.0,184.0
39826,92.0,92.0
39830,124.0,124.0
39832,33.0,33.0
39837,14.0,14.0
39840,29.0,27.0
39841,95.0,87.0
39842,17.0,17.0
39847,100.0,100.0
39849,1.0,1.0
39850,374.0,374.0
39853,168.0,168.0
39854,333.0,333.0
39858,122.0,121.5
39860,177.0,177.0
39863,213.0,213.0
39864,22.0,20.0
39865,13.0,13.0
39872,284.0,284.0
39873,6.0,6.0
39875,89.0,89.0
39880,172.0,171.5
39881,38.0,38.0
39882,27.0,25.0
39886,43.0,39.0
39887,225.0,225.0
39889,34.0,34.0
39890,350.0,350.0
39895,163.0,163.0
39896,56.0,56.0
39898,50.0,50.0
39899,125.0,125.0
39900,168.0,168.0
39901,9.0,9.0
39902,16.0,16.0
39903,120.0,120.0
39906,21.0,21.0
39907,23.0,23.0
39908,227.0,227.0
39911,154.0,154.0
39913,54.0,50.0
39915,5.0,5.0
39920,226.0,226.0
39922,8.0,8.0
39923,149.0,149.0
39924,25.0,22.0
39925,966.0,966.0
39929,36.0,34.0
39930,22.0,22.0
39931,348.0,348.0
39932,41.0,40.0
39933,342.0,342.0
39934,77.0,66.0
39935,63.0,57.0
39939,70.0,70.0
39941,37.0,37.0
39942,35.0,35.0
39947,68.0,62.0
39948,8.0,7.0
39956,109.0,109.0
39962,30.0,30.0
39964,76.0,76.0
39965,408.0,408.5
39967,45.0,45.0
39968,10.0,10.0
39969,5.0,4.0
39970,44.0,37.0
39974,35.0,35.0
39975,25.0,25.0
39977,38.0,38.0
39979,65.0,60.0
39982,337.0,337.0
39985,105.0,105.0
39986,182.0,182.0
39993,189.0,189.0
39995,680.0,680.0
39996,176.0,176.0
40002,99.0,116.0
40003,662.0,662.0
40005,163.0,163.0
40007,38.0,38.0
40009,28.0,27.0
40010,41.0,41.0
40012,612.0,611.5
40014,679.0,679.0
40017,19.0,19.0
40021,248.0,248.0
40022,127.0,127.0
40023,63.0,63.0
40024,25.0,25.0
40036,83.0,83.0
40041,43.0,43.0
40043,66.0,64.0
40044,82.0,79.0
40045,16.0,16.0
40050,4.0,4.0
40054,230.0,230.0
40056,33.0,33.0
40057,94.0,90.0
40059,113.0,113.0
40061,148.0,148.0
40064,73.0,70.0
40066,128.0,128.0
40072,27.0,27.0
40073,51.0,51.0
40090,140.0,140.0
40094,7.0,7.0
40095,237.0,237.0
40096,1086.0,1086.0
40098,47.0,42.0
40102,476.0,476.0
40103,103.0,103.0
40105,94.0,94.0
40107,24.0,22.0
40116,28.0,26.0
40117,97.0,72.0
40121,129.0,129.0
40129,228.0,171.0
40131,27.0,20.0
40133,1060.0,1060.0
40135,26.0,20.0
40138,245.0,245.0
40140,31.0,28.0
40143,500.0,500.0
40145,99.0,99.0
40147,619.0,619.0
40148,183.0,183.0
40150,48.0,48.0
40153,46.0,46.5
40155,20.0,20.0
40157,213.0,213.0
40161,109.0,102.0
40163,76.0,76.0
40164,3.0,3.0
40165,11.0,11.0
40166,51.0,44.0
40167,47.0,47.0
40169,11.0,11.0
40173,26.0,21.0
40175,75.0,75.0
40176,58.0,51.0
40177,209.0,209.0
40178,208.0,208.0
40183,457.0,457.0
40184,20.0,20.0
40185,398.0,398.0
40188,17.0,17.0
40189,1016.0,1016.0
40190,19.0,18.0
40191,83.0,83.0
40196,62.0,58.0
40204,71.0,71.0
40205,175.0,175.0
40210,18.0,17.0
40211,23.0,23.0
40212,23.0,23.0
40213,374.0,374.0
40216,130.0,130.0
40220,14.0,14.0
40221,44.0,43.0
40222,8.0,8.0
40223,698.0,698.0
40224,87.0,87.0
40227,84.0,84.0
40233,165.0,165.0
40235,306.0,306.0
40238,546.0,546.0
40239,280.0,280.0
40241,91.0,91.0
40242,96.0,91.0
40245,257.0,257.0
40247,420.0,420.0
40249,88.0,88.0
40250,434.0,434.0
40252,12.0,12.0
40253,545.0,545.0
40256,261.0,261.0
40261,38.0,38.0
40262,54.0,54.0
40263,242.0,242.0
40265,390.0,390.0
40274,97.0,97.0
40277,66.0,66.0
40278,17.0,17.0
40280,18.0,18.0
40285,83.0,83.0
40288,134.0,134.0
40294,87.0,87.0
40295,152.0,139.0
40300,30.0,27.0
40301,63.0,60.0
40303,470.0,470.0
40304,61.0,61.0
40308,56.0,53.0
40311,63.0,63.0
40312,87.0,87.0
40313,18.0,18.0
40316,31.0,31.0
40319,516.0,516.0
40320,217.0,217.0
40322,300.0,300.5
40325,114.0,114.0
40327,5.0,5.0
40331,111.0,111.0
40335,107.0,107.0
40340,100.0,100.0
40343,20.0,20.0
40345,117.0,117.0
40346,78.0,78.0
40348,49.0,49.0
40350,7.0,7.0
40355,146.0,146.0
40360,175.0,175.0
40362,210.0,210.0
40365,158.0,158.0
40368,17.0,17.0
40369,900.0,900.0
40377,68.0,68.0
40378,36.0,36.0
40380,732.0,732.0
40381,42.0,42.0
40382,270.0,270.0
40388,16.0,16.0
40390,72.0,72.0
40391,291.0,291.0
40393,49.0,48.0
40395,16.0,14.0
40401,36.0,36.0
40405,33.0,33.0
40406,155.0,155.0
40409,46.0,43.0
40411,97.0,85.0
40413,26.0,26.0
40414,259.0,259.0
40415,42.0,42.0
40418,490.0,490.0
40423,188.0,188.0
40426,22.0,21.0
40432,306.0,306.0
40434,329.0,329.0
40435,26.0,26.0
40436,29.0,29.0
40440,66.0,66.0
40441,92.0,82.0
40442,93.0,93.0
40444,8.0,8.0
40445,180.0,179.5
40446,32.0,32.0
40447,131.0,131.0
40449,648.0,648.0
40450,118.0,118.0
40451,72.0,64.5
40452,65.0,65.0
40453,56.0,53.0
40454,278.0,278.0
40455,16.0,13.0
40456,15.0,15.0
40458,890.0,890.0
40462,245.0,245.0
40463,423.0,423.0
40465,399.0,399.0
40467,14.0,13.0
40468,98.0,98.0
40470,245.0,245.0
40472,5.0,5.0
40473,546.0,546.0
40479,7.0,7.0
40480,114.0,114.0
40483,103.0,103.0
40486,26.0,26.0
40488,65.0,58.0
40490,32.0,32.0
40492,116.0,116.0
40493,126.0,126.5
40497,91.0,91.0
40498,20.0,20.0
40505,40.0,40.0
40506,8.0,7.0
40507,49.0,49.0
40510,559.0,559.0
40511,466.0,466.0
40512,6.0,6.0
40515,19.0,19.0
40516,40.0,40.0
40518,11.0,11.0
40520,741.0,741.0
40521,419.0,419.0
40529,245.0,245.0
40530,195.0,195.0
40531,881.0,881.0
40537,177.0,177.0
40539,97.0,97.0
40544,38.0,31.0
40549,353.0,353.0
40560,9.0,9.0
40561,122.0,122.0
40563,425.0,425.0
40564,32.0,32.0
40565,104.0,104.0
40566,104.0,104.0
40567,312.0,234.0
40569,184.0,184.0
40573,55.0,47.0
40575,140.0,140.0
40577,26.0,26.0
40579,666.0,666.0
40580,550.0,550.0
40585,16.0,15.0
40592,60.0,54.0
40594,259.0,259.0
40595,7.0,7.0
40598,122.0,122.0
40600,202.0,201.5
40601,982.0,982.0
40604,12.0,12.0
40606,12.0,11.0
40610,130.0,130.0
40613,127.0,127.0
40615,20.0,20.0
40616,118.0,118.5
40620,69.0,65.0
40621,120.0,120.0
40622,11.0,11.0
40623,415.0,415.0
40624,35.0,30.0
40625,138.0,138.0
40626,195.0,195.0
40628,37.0,37.0
40632,287.0,287.0
40637,63.0,63.0
40639,12.0,11.0
40642,86.0,86.0
40646,139.0,139.0
40648,164.0,149.0
40653,140.0,140.0
40656,54.0,54.0
40658,275.0,275.0
40661,181.0,181.0
40665,512.0,512.0
40666,142.0,142.0
40667,110.0,110.5
40677,24.0,24.0
40680,517.0,517.0
40683,442.0,442.0
40685,87.0,87.0
40686,36.0,35.0
40687,31.0,31.0
40694,26.0,23.0
40696,69.0,69.0
40697,593.0,593.0
40700,83.0,83.0
40702,114.0,114.0
40705,134.0,117.0
40710,77.0,77.0
40716,8.0,8.0
40717,149.0,124.0
40718,129.0,129.0
40724,131.0,131.0
40726,23.0,21.0
40727,118.0,118.0
40728,610.0,610.0
40730,10.0,9.0
40732,71.0,71.0
40734,231.0,231.0
40736,24.0,24.0
40738,21.0,21.0
40739,528.0,528.0
40740,205.0,205.0
40741,161.0,161.0
40747,51.0,51.0
40750,224.0,224.0
40753,362.0,362.0
40757,65.0,65.0
40759,99.0,99.0
40761,994.0,994.0
40762,74.0,74.0
40766,20.0,18.0
40767,256.0,256.0
40769,8.0,8.0
40775,72.0,72.0
40777,125.0,125.0
40778,482.0,482.0
40780,44.0,44.0
40783,105.0,96.0
40786,17.0,17.0
40787,61.0,61.0
40788,133.0,133.0
40789,201.0,201.0
40792,58.0,58.0
40794,21.0,21.0
40796,256.0,256.5
40799,23.0,22.0
40800,285.0,285.0
40802,71.0,71.0
40805,130.0,104.0
40808,772.0,772.0
40812,137.0,137.0
40814,124.0,91.0
40815,242.0,242.0
40819,88.0,70.0
40821,148.0,148.0
40824,18.0,18.0
40826,40.0,40.0
40833,310.0,310.5
40834,53.0,53.0
40835,0.0,0.0
40843,28.0,27.0
40846,137.0,137.0
40849,40.0,40.0
40850,28.0,28.0
40851,861.0,861.0
40855,50.0,50.0
40856,87.0,87.0
40859,75.0,75.0
40860,19.0,17.0
40861,94.0,94.0
40864,109.0,109.0
